Action,Cap,ESP,Game,Opponent,Opponent name,Period,Player,Score,Seconds,Team,Time,Result,Goal
5m shot,7.0,7,1,1,NZL,4.0,HOUGHTON E,1 - 7,386,NZL,6:26,Post,0
Counter attack,8.0,7,1,1,NZL,4.0,LOPES da SILVA C,1 - 7,362,NZL,6:02,Saved,0
5m shot,7.0,7,1,1,NZL,4.0,ESPAR LLAQUET C,1 - 7,342,ESP,5:42,Missed,0
5m shot,3.0,7,1,2,NZL,4.0,MASON K,2 - 7,314,NZL,5:14,Goal,1
Extra player shot,7.0,7,1,2,NZL,4.0,HOUGHTON E,2 - 7,255,NZL,4:15,Saved,0
Extra player shot,3.0,7,1,2,NZL,4.0,ESPAR LLAQUET A,2 - 7,220,ESP,3:40,Missed,0
Extra player shot,10.0,8,1,2,NZL,4.0,CRESPI BARRIGA P,2 - 8,172,ESP,2:52,Goal,1
Extra player shot,,10 ESP,1,2,NZL,4.0,LEITON ARRONES P,2 - 10 ESP,67,12,1:07,Goal,1
Extra player shot,,,1,NZL,NZL,4.0,PYE B,NZL,28,12,0:28,Post,0
5m shot,,,1,ESP,NZL,4.0,ORTIZ MUNOZ B,ESP,1,4,0:01,Post,0
Extra player shot,4.0,1,2,0,USA,1.0,ORTIZ MUNOZ B,0 - 1,435,ESP,7:15,Goal,1
Action shot,2.0,1,2,0,USA,1.0,MUSSELMAN M,0 - 1,408,USA,6:48,Saved,0
Action shot,2.0,1,2,1,USA,1.0,MUSSELMAN M,1 - 1,367,USA,6:07,Goal,1
5m shot,2.0,1,2,2,USA,1.0,MUSSELMAN M,2 - 1,311,USA,5:11,Goal,1
5m shot,4.0,1,2,2,USA,1.0,ORTIZ MUNOZ B,2 - 1,283,ESP,4:43,Saved,0
5m shot,11.0,1,2,2,USA,1.0,GUAL ROVIROSA A,2 - 1,259,ESP,4:19,Missed,0
Centre shot,8.0,1,2,3,USA,1.0,NEUSHUL K,3 - 1,247,USA,4:07,Goal,1
Extra player shot,4.0,1,2,4,USA,1.0,FATTAL R,4 - 1,166,USA,2:46,Goal,1
Centre shot,12.0,1,2,4,USA,1.0,LEITON ARRONES P,4 - 1,148,ESP,2:28,Post,0
Centre shot,9.0,1,2,5,USA,1.0,FISCHER A,5 - 1,121,USA,2:01,Goal,1
Action shot,9.0,1,2,5,USA,1.0,FORCA ARIZA J,5 - 1,98,ESP,1:38,Missed,0
Action shot,4.0,1,2,5,USA,1.0,ORTIZ MUNOZ B,5 - 1,47,ESP,0:47,Saved,0
5m shot,10.0,1,2,6,USA,1.0,NEUSHUL J,6 - 1,18,USA,0:18,Goal,1
Action shot,3.0,1,2,6,USA,1.0,ESPAR LLAQUET A,6 - 1,1,ESP,0:01,Saved,0
Action shot,2.0,1,2,6,USA,2.0,MUSSELMAN M,6 - 1,433,USA,7:13,Saved,0
Action shot,2.0,1,2,6,USA,2.0,MUSSELMAN M,6 - 1,380,USA,6:20,Post,0
Action shot,6.0,2,2,6,USA,2.0,LLORET GOMEZ H,6 - 2,349,ESP,5:49,Goal,1
Penalty shot,8.0,2,2,7,USA,2.0,NEUSHUL K,7 - 2,326,USA,5:26,Goal,1
Action shot,3.0,3,2,7,USA,2.0,ESPAR LLAQUET A,7 - 3,289,ESP,4:49,Goal,1
5m shot,6.0,3,2,7,USA,2.0,STEFFENS M,7 - 3,267,USA,4:27,Saved,0
5m shot,8.0,3,2,7,USA,2.0,NEUSHUL K,7 - 3,238,USA,3:58,Saved,0
Action shot,10.0,3,2,7,USA,2.0,CRESPI BARRIGA P,7 - 3,205,ESP,3:25,Saved,0
Extra player shot,6.0,3,2,7,USA,2.0,LLORET GOMEZ H,7 - 3,174,ESP,2:54,Saved,0
Action shot,10.0,3,2,7,USA,2.0,NEUSHUL J,7 - 3,145,USA,2:25,Post,0
5m shot,3.0,3,2,7,USA,2.0,SEIDEMANN M,7 - 3,98,USA,1:38,Saved,0
Action shot,7.0,3,2,7,USA,2.0,ESPAR LLAQUET C,7 - 3,3,ESP,0:03,Saved,0
5m shot,1.0,3,2,7,USA,2.0,STONE G,7 - 3,1,USA,0:01,Saved,0
5m shot,8.0,3,2,7,USA,3.0,PENA CARRASCO M,7 - 3,451,ESP,7:31,Saved,0
Centre shot,6.0,3,2,8,USA,3.0,STEFFENS M,8 - 3,421,USA,7:01,Goal,1
Action shot,12.0,3,2,9,USA,3.0,WILLIAMS A,9 - 3,363,USA,6:03,Goal,1
5m shot,3.0,3,2,9,USA,3.0,ESPAR LLAQUET A,9 - 3,335,ESP,5:35,Blocked,0
5m shot,2.0,3,2,9,USA,3.0,MUSSELMAN M,9 - 3,306,USA,5:06,Post,0
Action shot,4.0,3,2,9,USA,3.0,FATTAL R,9 - 3,257,USA,4:17,Saved,0
Action shot,4.0,3,2,9,USA,3.0,FATTAL R,9 - 3,227,USA,3:47,Saved,0
Action shot,6.0,3,2,9,USA,3.0,LLORET GOMEZ H,9 - 3,196,ESP,3:16,Saved,0
Penalty shot,3.0,4,2,9,USA,3.0,ESPAR LLAQUET A,9 - 4,196,ESP,3:16,Goal,1
Extra player shot,5.0,4,2,9,USA,3.0,HAUSCHILD P,9 - 4,153,USA,2:33,Blocked,0
Action shot,11.0,4,2,9,USA,3.0,FISCHER M,9 - 4,140,USA,2:20,Post,0
Action shot,9.0,5,2,9,USA,3.0,FORCA ARIZA J,9 - 5,76,ESP,1:16,Goal,1
Action shot,9.0,5,2,9,USA,3.0,FISCHER A,9 - 5,1,USA,0:01,Saved,0
5m shot,4.0,5,2,9,USA,4.0,ORTIZ MUNOZ B,9 - 5,451,ESP,7:31,Missed,0
Extra player shot,8.0,5,2,10,USA,4.0,NEUSHUL K,10 - 5,433,USA,7:13,Goal,1
Extra player shot,12.0,6,2,10,USA,4.0,LEITON ARRONES P,10 - 6,387,ESP,6:27,Goal,1
Action shot,3.0,6,2,10,USA,4.0,ESPAR LLAQUET A,10 - 6,305,ESP,5:05,Blocked,0
5m shot,4.0,6,2,10,USA,4.0,ORTIZ MUNOZ B,10 - 6,280,ESP,4:40,Saved,0
Extra player shot,2.0,6,2,11,USA,4.0,MUSSELMAN M,11 - 6,254,USA,4:14,Goal,1
Action shot,6.0,7,2,11,USA,4.0,LLORET GOMEZ H,11 - 7,205,ESP,3:25,Goal,1
5m shot,3.0,7,2,11,USA,4.0,ESPAR LLAQUET A,11 - 7,151,ESP,2:31,Saved,0
Centre shot,4.0,7,2,12,USA,4.0,FATTAL R,12 - 7,136,USA,2:16,Goal,1
5m shot,3.0,8,2,12,USA,4.0,ESPAR LLAQUET A,12 - 8,105,ESP,1:45,Goal,1
5m shot,7.0,8,2,12,USA,4.0,RANEY J,12 - 8,77,USA,1:17,Post,0
Extra player shot,7.0,8,2,12,USA,4.0,RANEY J,12 - 8,17,USA,0:17,Saved,0
5m shot,2.0,8,2,12,USA,4.0,BACH PASCUAL M,12 - 8,1,ESP,0:01,Saved,0
Extra player shot,12,1,3,0,RSA,1.0,LEITON ARRONES P,0 - 1,387,ESP,6:27,Goal,1
5m shot,12,1,3,0,RSA,1.0,WHITE K,0 - 1,364,RSA,6:04,Saved,0
5m shot,2,1,3,1,RSA,1.0,PENNEY A,1 - 1,318,RSA,5:18,Goal,1
Extra player shot,7,2,3,1,RSA,1.0,ESPAR LLAQUET C,1 - 2,250,ESP,4:10,Goal,1
Counter attack,9,3,3,1,RSA,1.0,FORCA ARIZA J,1 - 3,223,ESP,3:43,Goal,1
5m shot,6,3,3,1,RSA,1.0,LLORET GOMEZ H,1 - 3,188,ESP,3:08,Missed,0
Action shot,9,3,3,1,RSA,1.0,SMIT Z,1 - 3,169,RSA,2:49,Missed,0
5m shot,3,3,3,1,RSA,1.0,ESPAR LLAQUET A,1 - 3,155,ESP,2:35,Post,0
Action shot,10,4,3,1,RSA,1.0,CRESPI BARRIGA P,1 - 4,61,ESP,1:01,Goal,1
5m shot,12,4,3,1,RSA,1.0,WHITE K,1 - 4,27,RSA,0:27,Saved,0
5m shot,12,4,3,1,RSA,1.0,WHITE K,1 - 4,1,RSA,0:01,Blocked,0
Extra player shot,3,5,3,1,RSA,2.0,ESPAR LLAQUET A,1 - 5,435,ESP,7:15,Goal,1
Extra player shot,8,6,3,1,RSA,2.0,PENA CARRASCO M,1 - 6,372,ESP,6:12,Goal,1
5m shot,6,6,3,1,RSA,2.0,LLORET GOMEZ H,1 - 6,343,ESP,5:43,Missed,0
5m shot,9,7,3,1,RSA,2.0,FORCA ARIZA J,1 - 7,291,ESP,4:51,Goal,1
5m shot,11,7,3,1,RSA,2.0,GUAL ROVIROSA A,1 - 7,179,ESP,2:59,Post,0
5m shot,11,8,3,1,RSA,2.0,GUAL ROVIROSA A,1 - 8,164,ESP,2:44,Goal,1
5m shot,8,9,3,1,RSA,2.0,PENA CARRASCO M,1 - 9,111,ESP,1:51,Goal,1
5m shot,,17 RSA,3,3,RSA,4.0,BARRETT N,3 - 17 RSA,18,11,0:18,Goal,1
Action shot,12.0,10,3,1,RSA,2.0,LEITON ARRONES P,1 - 10,8,ESP,0:08,Goal,1
Action shot,12.0,11,3,1,RSA,3.0,LEITON ARRONES P,1 - 11,431,ESP,7:11,Goal,1
5m shot,2.0,11,3,1,RSA,3.0,BACH PASCUAL M,1 - 11,377,ESP,6:17,Saved,0
5m shot,10.0,11,3,1,RSA,3.0,CRESPI BARRIGA P,1 - 11,281,ESP,4:41,Blocked,0
Extra player shot,11.0,11,3,1,RSA,3.0,BARRETT N,1 - 11,262,RSA,4:22,Saved,0
5m shot,7.0,11,3,1,RSA,3.0,ESPAR LLAQUET C,1 - 11,234,ESP,3:54,Saved,0
5m shot,2.0,11,3,1,RSA,3.0,PENNEY A,1 - 11,201,RSA,3:21,Saved,0
Action shot,2.0,11,3,1,RSA,3.0,PENNEY A,1 - 11,171,RSA,2:51,Post,0
Action shot,12.0,11,3,1,RSA,3.0,LEITON ARRONES P,1 - 11,125,ESP,2:05,Saved,0
5m shot,9.0,11,3,2,RSA,3.0,SMIT Z,2 - 11,102,RSA,1:42,Goal,1
5m shot,7.0,11,3,2,RSA,3.0,WESSELS C,2 - 11,55,RSA,0:55,Missed,0
5m shot,4.0,12,3,2,RSA,3.0,ORTIZ MUNOZ B,2 - 12,30,ESP,0:30,Goal,1
5m shot,4.0,12,3,2,RSA,3.0,ORTIZ MUNOZ B,2 - 12,1,ESP,0:01,Saved,0
Action shot,4.0,13,3,2,RSA,4.0,ORTIZ MUNOZ B,2 - 13,445,ESP,7:25,Goal,1
5m shot,2.0,13,3,2,RSA,4.0,PENNEY A,2 - 13,421,RSA,7:01,Blocked,0
Penalty shot,4.0,13,3,2,RSA,4.0,ORTIZ MUNOZ B,2 - 13,399,ESP,6:39,Saved,0
Extra player shot,5.0,13,3,2,RSA,4.0,ORTIZ REYES M,2 - 13,355,ESP,5:55,Saved,0
Extra player shot,12.0,14,3,2,RSA,4.0,LEITON ARRONES P,2 - 14,344,ESP,5:44,Goal,1
Counter attack,9.0,14,3,2,RSA,4.0,FORCA ARIZA J,2 - 14,310,ESP,5:10,Saved,0
Action shot,9.0,15,3,2,RSA,4.0,FORCA ARIZA J,2 - 15,226,ESP,3:46,Goal,1
5m shot,9.0,16,3,2,RSA,4.0,FORCA ARIZA J,2 - 16,182,ESP,3:02,Goal,1
Action shot,9.0,17,3,2,RSA,4.0,FORCA ARIZA J,2 - 17,79,ESP,1:19,Goal,1
5m shot,ESP 9,17,3,2,RSA,4.0,FORCA ARIZA J,2 - 17,1,,0:01,Blocked,0
